Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
06/01/07,14:00:00,1.6996,0.1664,239.6588,7.1967,0.0,0.6333,17.5833
06/01/07,15:00:00,1.1487,0.0808,240.0092,4.8933,0.0,0.0,4.4667
06/01/07,16:00:00,0.8813,0.1063,238.176,3.8267,0.0,0.3833,0.0
06/01/07,17:00:00,0.899,0.0975,235.3493,3.92,0.0,0.25,0.0
06/01/07,18:00:00,0.8555,0.0715,236.262,3.6933,0.0,0.0,0.0
06/01/07,19:00:00,1.834,0.2332,234.7292,8.0067,0.0,0.6333,0.0
06/01/07,20:00:00,1.0151,0.1065,237.9957,4.52,0.0,0.0,0.0
06/01/07,21:00:00,1.0125,0.1807,240.1303,4.4967,0.0,0.6333,0.0
06/01/07,22:00:00,0.5117,0.085,240.0697,2.21,0.0,0.0,0.0
06/01/07,23:00:00,0.5053,0.1384,242.4507,2.1933,0.0,0.3667,2.7167
07/01/07,00:00:00,0.9032,0.1179,241.2945,3.7967,0.0,0.2667,9.8167
07/01/07,01:00:00,0.2964,0.1086,243.0697,1.31,0.0,0.0,0.0
07/01/07,02:00:00,0.3524,0.2142,247.079,1.71,0.0,0.6333,0.0
07/01/07,03:00:00,0.2987,0.1291,247.3532,1.43,0.0,0.0,0.0
07/01/07,04:00:00,0.3559,0.2144,246.389,1.7433,0.0,0.6333,0.0
07/01/07,05:00:00,0.2854,0.1047,244.8763,1.3333,0.0,0.0,0.0
07/01/07,06:00:00,0.3383,0.1723,246.0223,1.6067,0.0,0.1667,0.0
07/01/07,07:00:00,0.3127,0.1405,243.4453,1.4067,0.0,0.45,0.0
07/01/07,08:00:00,0.31,0.1364,243.9427,1.3967,0.0,0.0,0.0
07/01/07,09:00:00,0.3756,0.18,243.3223,1.7933,0.0,0.6333,0.0
07/01/07,10:00:00,1.0414,0.1089,239.9017,4.4633,0.0,0.0,10.3667
07/01/07,11:00:00,1.0684,0.1963,239.4285,4.72,0.0,7.5,3.9
07/01/07,12:00:00,0.5516,0.1615,238.8107,2.5233,0.0,0.0667,0.0
07/01/07,13:00:00,3.3319,0.2084,236.6805,14.2367,8.2167,23.8833,15.8167
07/01/07,14:00:00,2.5331,0.1877,242.7142,10.5,8.3,8.25,18.0333
07/01/07,15:00:00,3.7708,0.2462,241.253,15.84,0.0,32.95,17.8167
07/01/07,16:00:00,2.2808,0.1687,240.2603,9.5333,0.0,0.8167,17.6833
07/01/07,17:00:00,2.4047,0.0803,235.3162,10.19,0.0,3.2333,16.9667
07/01/07,18:00:00,5.2115,0.381,231.5957,22.62,0.0,31.8833,16.45
07/01/07,19:00:00,2.9165,0.2621,234.585,12.51,0.6667,0.55,16.8833
07/01/07,20:00:00,3.5232,0.116,234.877,15.09,7.4167,0.45,16.9
07/01/07,21:00:00,4.7384,0.2194,235.7148,20.1833,8.5167,22.5833,17.0333
07/01/07,22:00:00,2.1289,0.0816,241.2283,8.8167,0.0,0.35,17.8333
07/01/07,23:00:00,1.4639,0.1651,242.4995,6.03,0.0,0.9833,18.0
08/01/07,00:00:00,1.3605,0.0768,242.4497,5.57,0.0,0.3,17.9833
08/01/07,01:00:00,1.3507,0.0817,240.8153,5.5733,0.0,0.2167,17.7667
08/01/07,02:00:00,1.3848,0.1274,241.3187,5.6967,0.0,0.8,17.8167
08/01/07,03:00:00,1.3569,0.0792,241.6355,5.5633,0.0,0.1667,17.8667
08/01/07,04:00:00,1.3759,0.1138,241.197,5.67,0.0,0.85,17.8167
08/01/07,05:00:00,1.1045,0.084,239.23,4.5967,0.0,0.0,13.8
08/01/07,06:00:00,0.4681,0.0888,242.7023,2.0933,0.0,0.25,0.0
08/01/07,07:00:00,1.0126,0.1341,240.4732,4.3133,0.0,0.4167,2.1833
08/01/07,08:00:00,2.1395,0.0995,237.7118,8.9667,0.0,0.0,16.8833
08/01/07,09:00:00,1.6646,0.1573,237.178,6.9933,0.0,0.6667,12.5
08/01/07,10:00:00,1.2966,0.0546,237.5907,5.3833,0.0,0.0,17.3
08/01/07,11:00:00,1.1751,0.1707,238.2658,5.0333,0.0,0.4167,12.8667
08/01/07,12:00:00,0.3289,0.1047,239.0372,1.5367,0.0,0.2333,0.0
08/01/07,13:00:00,0.6432,0.1187,237.537,2.8767,0.0,0.0,0.0
08/01/07,14:00:00,1.8509,0.1313,241.4447,7.7133,0.0,0.65,16.7
08/01/07,15:00:00,1.8851,0.0892,242.6927,7.7933,0.0,0.0,18.0167
08/01/07,16:00:00,2.1224,0.2564,241.4853,8.8933,0.0,0.6167,17.85
08/01/07,17:00:00,1.8981,0.1483,237.581,7.98,0.0,0.05,17.2833
08/01/07,18:00:00,2.908,0.2381,234.9682,12.3733,0.0,0.0,16.9333
08/01/07,19:00:00,2.7941,0.3916,234.9207,11.9767,0.0,0.6833,16.9167
08/01/07,20:00:00,3.425,0.2175,236.3383,14.5167,0.0,0.0833,17.1167
08/01/07,21:00:00,2.5076,0.1994,238.2273,10.54,0.0,0.6667,6.85
08/01/07,22:00:00,0.97,0.1105,241.2147,4.01,0.0,0.0,0.0
08/01/07,23:00:00,0.3327,0.1859,243.8318,1.5767,0.0,0.7167,0.0
09/01/07,00:00:00,0.2698,0.0879,242.064,1.2133,0.0,0.0,0.0
09/01/07,01:00:00,0.3118,0.1599,242.2388,1.4833,0.0,0.6667,0.0
09/01/07,02:00:00,0.2874,0.1163,244.6212,1.3067,0.0,0.0,0.0
09/01/07,03:00:00,0.4697,0.1156,243.1348,2.0733,0.0,0.5,2.15
09/01/07,04:00:00,0.6612,0.107,241.4125,2.83,0.0,0.1667,6.2333
09/01/07,05:00:00,0.2745,0.0932,240.8497,1.28,0.0,0.05,0.0
09/01/07,06:00:00,1.1235,0.1307,241.7262,4.81,0.0,0.6,5.8667
09/01/07,07:00:00,2.387,0.1525,238.6693,10.0,0.25,0.0,17.45
09/01/07,08:00:00,2.1356,0.1752,239.5493,8.9333,9.3167,0.65,17.5667
09/01/07,09:00:00,1.8684,0.0698,238.2102,7.8133,9.4167,0.0,17.3833
09/01/07,10:00:00,1.3492,0.1346,238.332,5.6267,0.0,0.5,17.4
09/01/07,11:00:00,0.9347,0.0851,237.7658,3.8933,0.0,0.1333,11.1167
09/01/07,12:00:00,0.2769,0.101,240.9983,1.2433,0.0,0.0,0.0
09/01/07,13:00:00,0.3016,0.1464,239.5305,1.38,0.0,0.65,0.0
09/01/07,14:00:00,0.2667,0.0842,242.537,1.23,0.0,0.0,0.0
09/01/07,15:00:00,0.5648,0.2084,243.5542,2.6033,0.0,0.7,1.5
09/01/07,16:00:00,1.4713,0.0705,241.2633,6.0467,0.0,0.0,17.8167
09/01/07,17:00:00,2.1063,0.2324,237.5288,8.9933,0.0,0.3833,17.3
09/01/07,18:00:00,2.3731,0.186,237.3532,10.0867,0.0,0.2833,17.25
09/01/07,19:00:00,2.2875,0.2351,237.9247,9.6867,3.2333,8.5667,2.85
09/01/07,20:00:00,3.2106,0.2128,238.4017,13.64,5.9167,14.7833,3.15
09/01/07,21:00:00,3.2925,0.17,236.9365,13.98,0.0,18.6333,8.1333
09/01/07,22:00:00,1.2913,0.1261,243.2757,5.3133,0.0,2.5667,0.0
09/01/07,23:00:00,1.6356,0.2532,243.8228,7.04,0.0,21.2833,0.0
10/01/07,00:00:00,0.5179,0.1474,244.2543,2.3,0.0,1.05,3.1167
10/01/07,01:00:00,0.6539,0.0813,243.1073,2.77,0.0,0.15,6.2667
10/01/07,02:00:00,0.3404,0.2009,245.0817,1.62,0.0,0.85,0.0
10/01/07,03:00:00,0.2694,0.0752,243.9802,1.2233,0.0,0.1667,0.0
10/01/07,04:00:00,0.3469,0.2037,244.3302,1.65,0.0,0.8333,0.0
10/01/07,05:00:00,0.268,0.0717,242.7632,1.2167,0.0,0.1833,0.0
10/01/07,06:00:00,0.8976,0.1733,243.1707,3.9233,0.0,0.6,2.4167
10/01/07,07:00:00,2.3629,0.1885,239.5862,9.8667,0.0,0.2,17.5833
10/01/07,08:00:00,2.9729,0.181,238.5495,12.4467,0.0,0.0167,17.4333
10/01/07,09:00:00,1.9952,0.1416,238.676,8.36,0.0,9.55,17.45
10/01/07,10:00:00,1.4271,0.0583,239.323,5.9167,0.0,1.1,17.5333
10/01/07,11:00:00,3.9708,0.203,237.736,16.83,12.85,31.6167,16.0
10/01/07,12:00:00,1.4308,0.1075,240.9033,5.96,0.0,4.2833,14.7833
10/01/07,13:00:00,0.5538,0.1966,241.1258,2.5433,0.0,0.6333,0.5
10/01/07,14:00:00,1.6954,0.2053,241.498,7.24,0.0,18.1333,0.1833
10/01/07,15:00:00,1.2912,0.1071,242.1918,5.3367,0.0,1.6,10.0833
10/01/07,16:00:00,0.6835,0.2211,243.3968,3.01,0.0,1.0833,0.0
10/01/07,17:00:00,1.8244,0.2923,239.3228,7.7567,0.0,0.2833,1.9667
10/01/07,18:00:00,3.3644,0.2815,237.9232,14.15,0.0,0.7,17.35
10/01/07,19:00:00,3.1902,0.1447,235.0047,13.6167,0.0,0.0333,16.9333
10/01/07,20:00:00,2.9339,0.15,235.0695,12.54,0.0,0.6,16.9333
10/01/07,21:00:00,1.6947,0.1069,239.4552,7.0733,0.0,0.0,7.0
10/01/07,22:00:00,0.8519,0.1238,242.0758,3.5467,0.0,0.6,0.0
10/01/07,23:00:00,0.3761,0.1448,246.1337,1.69,0.0,0.0,0.0
11/01/07,00:00:00,0.3365,0.203,246.0942,1.63,0.0,0.5833,0.0
11/01/07,01:00:00,0.2546,0.0674,243.6412,1.1767,0.0,0.0,0.0
11/01/07,02:00:00,0.3087,0.1618,245.2158,1.4733,0.0,0.4667,0.0
11/01/07,03:00:00,0.8922,0.1062,244.1968,3.74,0.0,0.1167,10.2333
11/01/07,04:00:00,0.2705,0.0925,244.1867,1.2433,0.0,0.1,0.0
11/01/07,05:00:00,0.2976,0.144,242.8537,1.38,0.0,0.4833,0.0
11/01/07,06:00:00,0.7364,0.0671,242.2218,3.2167,0.0,0.0,2.9167
11/01/07,07:00:00,2.7022,0.2162,239.464,11.27,0.0,0.5667,17.5667
11/01/07,08:00:00,2.5053,0.118,240.1723,10.5033,14.0167,0.0,17.6667
11/01/07,09:00:00,1.3702,0.1409,240.6988,5.6367,0.0,0.5667,17.75
11/01/07,10:00:00,1.3697,0.1309,240.2623,5.6467,0.0,0.0,17.6667
11/01/07,11:00:00,1.1518,0.1016,240.9887,4.7533,0.0,0.2667,14.5167
11/01/07,12:00:00,0.3003,0.1447,241.8527,1.42,0.0,0.3167,0.0
11/01/07,13:00:00,0.3952,0.1358,242.3382,1.8433,0.0,0.0,0.0
11/01/07,14:00:00,0.3272,0.1742,244.1745,1.5433,0.0,0.5833,0.0
11/01/07,15:00:00,0.5416,0.1365,243.5377,2.3633,0.0,0.0,3.75
11/01/07,16:00:00,2.6132,0.195,240.7228,10.9,0.0,6.0833,17.75
11/01/07,17:00:00,3.2382,0.1076,236.3752,13.6867,0.0,0.2833,17.1167
11/01/07,18:00:00,3.8691,0.3009,236.2808,16.5,0.0,0.5667,17.1
11/01/07,19:00:00,4.7842,0.3277,234.2198,20.5367,8.95,9.65,16.8333
11/01/07,20:00:00,3.7063,0.3363,234.0333,15.9633,0.0,13.8833,16.7833
11/01/07,21:00:00,2.8804,0.1192,237.3132,12.12,0.0,0.6833,17.25
11/01/07,22:00:00,1.4481,0.1806,243.445,5.97,0.0,0.55,2.0167
11/01/07,23:00:00,1.2871,0.1257,243.447,5.2833,0.0,0.4167,0.0
12/01/07,00:00:00,0.5854,0.1549,241.2388,2.5467,0.0,0.3167,0.0
12/01/07,01:00:00,0.3122,0.1508,240.4625,1.4433,0.0,0.65,0.0
12/01/07,02:00:00,0.3024,0.1359,243.4002,1.4033,0.0,0.1667,0.0
12/01/07,03:00:00,0.3216,0.1633,243.7253,1.5333,0.0,0.7333,0.0
12/01/07,04:00:00,0.293,0.1255,243.6452,1.3367,0.0,0.0,0.0
12/01/07,05:00:00,0.8123,0.1246,241.72,3.47,0.0,0.5833,8.5833
12/01/07,06:00:00,1.4514,0.1246,243.0573,6.0867,0.0,0.0,11.25
12/01/07,07:00:00,2.8325,0.1212,239.9007,11.7933,0.0,0.4,17.6333
12/01/07,08:00:00,1.9939,0.1593,240.3318,8.29,0.0,0.2667,17.6833
12/01/07,09:00:00,1.3482,0.1123,240.3227,5.5633,0.0,0.4,17.6833
12/01/07,10:00:00,0.9068,0.1111,239.0513,3.82,0.0,0.2,10.4
12/01/07,11:00:00,0.2818,0.1152,240.277,1.27,0.0,0.2667,0.0
12/01/07,12:00:00,0.2946,0.1331,241.103,1.38,0.0,0.3167,0.0
12/01/07,13:00:00,0.2539,0.0701,242.9088,1.1833,0.0,0.0,0.0
12/01/07,14:00:00,0.3349,0.2005,244.4087,1.6867,0.0,0.6,0.0
12/01/07,15:00:00,0.2617,0.0825,246.2232,1.2267,0.0,0.0,0.0
12/01/07,16:00:00,0.3207,0.1845,245.405,1.5233,0.0,0.6,0.0
12/01/07,17:00:00,0.5727,0.0879,241.1363,2.39,0.0,0.0,0.0
12/01/07,18:00:00,2.549,0.1445,238.219,10.66,0.0,0.5833,17.3
12/01/07,19:00:00,2.2349,0.0957,237.3117,9.3667,0.0,0.05,17.25
12/01/07,20:00:00,2.2951,0.2543,238.1188,9.62,0.0,0.1333,17.3667
12/01/07,21:00:00,1.5127,0.22,240.1212,6.32,0.0,0.45,2.7833
12/01/07,22:00:00,1.4838,0.102,241.8678,6.18,0.0,0.0,0.0
12/01/07,23:00:00,0.7993,0.1452,242.9607,3.3267,0.0,0.6,0.0
13/01/07,00:00:00,0.8884,0.0818,243.0687,3.7267,0.0,0.0,10.2167
13/01/07,01:00:00,0.3167,0.1582,240.475,1.52,0.0,0.6,0.0
13/01/07,02:00:00,0.2564,0.0649,243.8777,1.2133,0.0,0.0,0.0
13/01/07,03:00:00,0.2979,0.1241,244.0385,1.41,0.0,0.2667,0.0
13/01/07,04:00:00,0.289,0.1219,243.4488,1.34,0.0,0.3167,0.0
13/01/07,05:00:00,0.2646,0.0805,242.4273,1.1867,0.0,0.0,0.0
13/01/07,06:00:00,0.3152,0.1664,245.0873,1.45,0.0,0.6,0.0
13/01/07,07:00:00,1.7926,0.1501,241.1457,7.4833,0.0,0.0,11.1667
13/01/07,08:00:00,2.6555,0.2167,238.5547,11.23,9.5833,5.7167,6.4667
13/01/07,09:00:00,1.7159,0.1076,238.8497,7.2833,9.65,0.1667,4.4333
13/01/07,10:00:00,3.17,0.5055,236.831,13.6067,15.7667,1.9833,1.1667
13/01/07,11:00:00,3.5631,0.3073,235.9533,15.2333,9.7,7.5333,17.0833
13/01/07,12:00:00,1.9702,0.276,238.4292,8.3167,0.4667,15.8167,0.8667
13/01/07,13:00:00,1.6392,0.2906,240.948,6.9833,0.2333,12.6833,0.0
13/01/07,14:00:00,1.6297,0.1236,242.1373,6.8133,7.4833,0.6333,11.05
13/01/07,15:00:00,2.0717,0.1782,242.7277,8.54,8.1167,0.8667,14.6167
13/01/07,16:00:00,2.0576,0.0907,241.8615,8.4633,0.0,0.1667,17.9
13/01/07,17:00:00,2.7981,0.2544,237.2745,11.8133,0.0,0.8,13.3
13/01/07,18:00:00,1.8881,0.2511,238.1622,7.95,0.0,0.1333,0.0
13/01/07,19:00:00,3.1545,0.3488,234.9363,13.4433,0.0,0.4333,14.05
13/01/07,20:00:00,4.5121,0.2821,233.8055,19.32,19.2833,0.2,16.7667
13/01/07,21:00:00,4.9815,0.2853,232.8402,21.4333,10.7167,0.2833,16.6333
13/01/07,22:00:00,5.8143,0.2321,231.4202,25.3233,23.7333,0.3833,16.4333
13/01/07,23:00:00,5.0713,0.1477,234.5065,21.79,15.3667,0.0,16.8667
14/01/07,00:00:00,3.3406,0.2095,237.6482,14.2833,0.0,0.6667,4.15
14/01/07,01:00:00,2.916,0.1282,238.9125,12.33,0.0,0.0,0.4
